STATE,DISTRICT,Lg_Dist_Code,MICRO_MANUFACTURING,SMALL_MANUFACTURING,MEDIUM_MANUFACTURING,MICRO_SERVICE,SMALL_SERVICE,MEDIUM_SERVICE,District_code,Population,Literate,SC,ST,Workers,Female_Workers,Main_Workers,Marginal_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Illiterate_Education,Age_not_stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_3_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Above_Rs_545000,Tehsil_Code,Town_Code_Village_code,Ward_No,Total_Number_of_households,Total_Number_of_Good,Total_Number_of_Livable,Total_Number_of_Dilapidated,Total_Number_of_Residence_households,Total_Number_of_Residence_cum_other,Number_of_Residence_cum_Good,Residence_cum_Livable,Residence_cum_Dilapidated,Material_Roof_GTBW,Material_Roof_PP,Material_Roof_HMT,Material_Roof_MMT,Material_Roof_BB,Material_Roof_SS,Material_Roof_GMAS,Material_Roof_Concrete,Material_Roof_AOM,Material_Roof_GTB,Material_Roof_PP1,Material_Roof_MUB,Material_Roof_Wood,Material_Wall_SNPWM,Material_Wall_SPWM,Material_Wall_GIMAS,Material_Wall_Bb,Material_Wall_Concrete,Material_Wall_AOM,Material_Floor_Mud,Material_Floor_WB,Material_Floor_BB,Material_Floor_Stone,Material_Floor_Cement,Material_Floor_MF,Material_Floor_AOM,Dwelling_R_NER,Dwelling_R_OR,Dwelling_R_TR,Dwelling_R_TH_R,Dwelling_R_FR,Dwelling_R_FI_R,Dwelling_R_SRA,H_size_1,H_size_2,H_size_3,H_size_4,H_size_5,H_size_6_8,H_size_9,O_status_O,O_status_R,O_status_AO,Married_C_N,Married_C_1,Married_C_2,Married_C_3,Married_C_4,Married_C_5,DW_TFTS,DW_TFUS,DW_CW,DW_UW,DW_Handpump,DW_TB,DW_Spring,DW_RC,DW_TPL,DW_OS,Within_premises,Near_premises,Away,MSL_Electricty,MSL_Kerosene,MSL_SE,MSL_OO,MSL_AO,MSL_NL,Latrine_premise,Latrine_PSS,Latrine_ST,Latrine_OS,Pit_latrine_SVI,Pit_latrine_SOP,disposed_drain,Service_Latrine_NRH,Service_Latrine_NSA,Alternative_Source,Households_Bathroom,Households_EWR,Households_No,Waste_water_CD,Waste_water_OD,Waste_water_ND,Cooking_FW,Cooking_CR,Cooking_CC,Cooking_CLC,Cooking_kerosene,Cooking_LPG_PNG,Cooking_Electricity,Cooking_Biogas,Cooking_AO,Cooking_NC,Cooking_IH,Has_kitchen,DNHK,Cooking_OH,has_kitchen1,DNH_Kitchen,TNHAB,assets_RT,assets_Tel,assets_CL_WI,assets_CLWI,assets_TM_LO,assets_TM_MO,assets_TM_Both,assets_Bicycle,assets_SMM,assets_CJV,Household_TV_LP,None_AS,Permanents,Semi_Permanent,Total_Temporary,Serviceable,Non_Serviceable,Unclassifiable,TC_VC,medium,lfpr_rur_mal_2022,lfpr_rur_fem_2022,lfpr_rur_per_2022,lfpr_urb_mal_2022,lfpr_urb_fem_2022,lfpr_urb_per_2022,lfpr_tot_mal_2022,lfpr_tot_fem_2022,lfpr_tot_per_2022,unemp_rur_mal_2022,unemp_rur_fem_2022,unemp_rur_per_2022,unemp_urb_mal_2022,unemp_urb_fem_2022,unemp_urb_per_2022,unemp_tot_mal_2022,unemp_tot_fem_2022,wag_urb_urb_2022,wag_urb_urb_ratio_2022,wag_rur_rur_2022,wag_rur_rur_ratio_2022,fem_manage_ratio_2022,wag_tot_tot_2022,wag_tot_tot_ratio_2022,wag_tot_tot_2019,unemp_tot_per_2019,unemp_tot_per_2022,tus_tot_person_domestic_mins,tus_tot_male_domestic_mins,tus_tot_female_domestic_mins,gini_rur_hh_2022,gini_urb_hh_2022,cas_wage_female_2022,cas_wage_male_2022,cas_wage_person_2022,agr_wage_person_2022,acc_per_per_2019,acc_per_per_2022,health_ins_2019,higher_ed_2021,poverty_multi_tot_2015,Pop_2019,msme_credit_amt_2019,shg_loans_2019,shg_loans_2021,mgnrega_2019,mgnrega_2022,senior_help_2019,senior_help_2022,pension_nps_2019,urb_pct_2011,urb_pct_2021,digital_payment_per_capita,num_12mo_dgt_00_22,teledensity_pct,su_ai,su_arvr,su_adv,su_space,su_agri,su_air,su_meas,su_anim,su_arch,su_art,su_auto,su_biotech,su_chem,su_cv,su_cons,su_dating,su_design,su_events,su_fashion,su_hhs,su_hr,su_inlang,su_nanotech,su_nre,su_pass,su_pets,su_robot,su_safety,su_socnet,su_text,su_travel,female_population_rate,worker_population_rate,cultivator_population_rate,agricultural_worker_rate,population_per_household,micro_share,medium_share,msme_population_density,digital_access_signal,financial_access_signal,agriculture_signal,housing_quality_signal,best_business_score,second_best_business_score,opportunity_margin
ANDAMAN & NICOBAR ISLANDS,NICOBARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,200.0,149.8,47.6,2.4,196.6,3.4,2.2,1.2,0.0,2.0,1.2,0.2,0.0,0.0,0.2,190.4,2.6,3.4,5.2,1.0,0.0,129.6,0.4,1.8,38.0,1.2,22.0,1.0,8.4,80.0,0.0,0.2,107.0,4.2,0.2,13.8,60.6,81.2,41.6,2.2,0.4,0.4,19.2,29.0,39.2,46.8,30.2,29.0,6.8,149.8,25.8,24.4,52.4,136.8,9.6,1.0,0.2,0.0,140.8,17.8,3.0,9.0,0.0,0.0,2.0,0.6,3.8,22.8,110.4,45.6,43.8,186.8,9.0,0.2,2.4,0.6,1.0,161.8,15.2,143.0,2.2,0.6,0.8,0.0,0.0,0.0,1.6,154.4,15.6,30.0,18.2,37.4,144.4,98.4,0.6,0.0,0.0,23.8,73.2,0.2,0.0,0.0,3.8,155.8,151.2,4.6,40.4,37.4,3.0,182.4,68.0,97.0,1.2,3.4,5.6,125.2,3.0,86.4,40.0,3.8,1.6,20.8,62.8,130.2,2.6,1.2,1.6,4.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05969257138610013,0.15373469410038362,0.299143102756239,0.32371511399886055,0.35060377055034325,0.35060377055034325,0.0
ANDAMAN & NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,300.0,143.1,144.8,12.1,290.9,9.1,4.0,4.8,0.30000000000000004,38.1,0.4,0.2,0.0,0.0,0.7,253.2,6.300000000000001,1.4,177.5,0.4,0.8,53.0,0.30000000000000004,2.6,6.1000000000000005,14.3,44.6,0.2,152.9,3.6,0.30000000000000004,0.0,141.1,2.1,0.0,3.2,60.8,139.7,63.699999999999996,21.2,7.6,3.7,25.0,32.3,53.599999999999994,84.1,50.3,47.5,7.2,173.5,83.6,42.8,58.4,210.5,27.2,3.5999999999999996,0.2,0.0,193.60000000000002,58.7,0.7,16.3,0.0,1.0,5.699999999999999,16.7,5.0,2.0,148.4,110.5,41.099999999999994,225.4,72.1,0.8,0.4,0.1,1.2999999999999998,152.4,23.4,103.9,8.9,2.3,12.8,0.9,0.0,0.4,2.0,114.7,71.9,113.4,7.4,65.0,227.7,177.5,0.7,0.0,0.0,50.4,67.9,0.0,0.1,0.1,2.9000000000000004,246.10000000000002,236.5,9.7,50.800000000000004,48.4,2.3,270.6,56.3,178.7,4.9,8.2,9.2,189.2,30.9,55.7,40.4,10.6,6.2,43.1,67.7,192.8,37.9,0.7,37.3,1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05969257138610013,0.15373469410038362,0.299143102756239,0.3478107214261127,0.35060377055034325,0.35060377055034325,0.0
ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,300.0,211.9,81.3,6.9,295.5,4.5,2.7,1.7999999999999998,0.1,7.6,1.1,0.30000000000000004,0.30000000000000004,0.1,1.9,239.0,48.400000000000006,1.4,37.1,1.7,3.8,58.4,2.7,5.8,13.8,17.2,158.9,0.7000000000000001,40.4,4.8,0.2,0.7000000000000001,225.10000000000002,28.299999999999997,0.2,7.4,82.3,116.6,61.2,19.799999999999997,6.7,5.8,19.8,32.9,56.4,89.2,50.9,41.1,9.8,163.8,112.8,23.5,49.2,222.89999999999998,22.7,4.4,0.7,0.0,228.8,37.2,2.3,21.5,0.0,2.0,1.4,1.3,3.0,2.3,203.1,68.7,28.2,273.1,24.7,0.1,0.6,0.2,1.1,230.8,6.4,215.4,3.5,1.5,3.6,0.2,0.0,0.0,9.5,216.7,34.8,48.5,25.9,172.1,102.0,60.699999999999996,1.6,0.1,0.0,69.8,163.0,0.0,0.0,0.2,4.2,277.7,265.9,11.8,18.0,14.3,3.7,266.7,84.3,229.5,13.7,20.2,8.9,234.7,28.200000000000003,43.2,89.8,26.8,22.0,12.7,196.0,95.5,6.4,2.0,4.5,1.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05969257138610013,0.15373469410038362,0.299143102756239,0.5162060508866513,0.35060377055034325,0.35060377055034325,0.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,,,,,,,,638.0,36842.0,25332.0,0.0,23681.0,17125.0,4411.0,9651.0,7474.0,322.0,242.0,2560.0,14001.0,8681.0,1336.0,26077.0,343.0,119.0,0.0,248.0,38.0,3644.0,9301.0,57.0,230.0,15958.0,0.0,2406.0,5984.0,7699.0,6325.0,3668.0,1300.0,364.0,9781.0,46.0,4304.0,193.0,3382.0,1991.0,280.0,6238.0,78.0,4830.0,151.0,121.0,8462.0,8055.0,1282.0,775.0,0.0,65.0,3.0,2.0,111.0,1497.0,1823.0,449.0,5.0,102.0,31.0,1133.0,1456.0,2273.0,5502.0,190.0,7898.0,4.0,960.0,1442.0,1954.0,1443.0,335.0,2184.0,480.0,47.0,2605.0,636.0,1210.0,685.0,212.0,134.0,346.0,70.0,120.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,117.0,1.835227,126.0,1.694499,0.127,121.0,1.554245,110.0,12.6,9.7,142.0,28.0,255.0,0.263,0.252,432.3333,639.0,610.25,539.75,1.696095,1.784391,1.8,0.658,4.29,398.0,718.93,3.11,0.28,8329.0,6724.0,0.0,0.0,13994.0,37.6,43.0,2.35,1.0,102.02,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.4374083925954074,0.4648227566364475,0.008740024971499918,0.006568590195971989,10.110318331503843,,,,0.061903190084469574,0.01742592719349235,0.006563896358166528,0.37300278729139763,0.17270607473224597,0.17270607473224597,0.0
ANDAMAN AND NICOBAR ISLANDS,NIKOBARS,603.0,239.0,2.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,117.0,1.835227,126.0,1.694499,0.127,121.0,1.554245,110.0,12.6,9.7,142.0,28.0,255.0,0.263,0.252,432.3333,639.0,610.25,539.75,1.696095,1.784391,1.8,0.658,4.29,398.0,718.93,3.11,0.28,8329.0,6724.0,0.0,0.0,13994.0,37.6,43.0,2.35,1.0,102.02,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,,,,,,0.991701244813278,,,0.09188155218450916,0.01742592719349235,0.12001304721383176,0.37300278729139763,0.25363562892713093,0.25242426049121464,0.0012113684359162935
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,632.0,1300.0,12.0,,390.0,2.0,,639.0,105597.0,78683.0,0.0,758.0,38579.0,7967.0,31038.0,7541.0,10727.0,1915.0,260.0,25677.0,81163.0,2165.0,21870.0,77.0,84.0,4.0,47.0,187.0,5897.0,18641.0,388.0,1193.0,39091.0,1094.0,16126.0,21215.0,21293.0,12707.0,10042.0,5133.0,809.0,22422.0,42.0,5070.0,910.0,5069.0,3550.0,885.0,16145.0,561.0,14735.0,2376.0,743.0,14081.0,12704.0,6431.0,4689.0,12.0,1756.0,161.0,116.0,1044.0,12246.0,13375.0,2111.0,145.0,741.0,2154.0,251.0,3794.0,10609.0,11266.0,648.0,20185.0,140.0,2124.0,2847.0,4593.0,4324.0,765.0,4452.0,2561.0,369.0,4701.0,636.0,1210.0,685.0,212.0,134.0,346.0,70.0,120.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,117.0,1.835227,126.0,1.694499,0.127,121.0,1.554245,110.0,12.6,9.7,142.0,28.0,255.0,0.263,0.252,432.3333,639.0,610.25,539.75,1.696095,1.784391,1.8,0.658,4.29,398.0,718.93,3.11,0.28,8329.0,6724.0,0.0,0.0,13994.0,37.6,43.0,2.35,1.0,102.02,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.48046819511917954,0.3653418184228719,0.10158432531227213,0.018134984895404226,17.90690181448194,0.9908536585365854,,0.01242459539570253,0.06442028243541631,0.01742592719349235,0.042665170381048875,0.37300278729139763,0.19867825025645278,0.14764298309931972,0.05103526715713305
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,,,,,,,,640.0,238142.0,190266.0,0.0,4091.0,96831.0,19268.0,85221.0,11610.0,5518.0,2624.0,907.0,87782.0,174452.0,28912.0,33037.0,866.0,135.0,27.0,269.0,444.0,31998.0,52479.0,2789.0,6771.0,34901.0,50631.0,16301.0,33267.0,42741.0,42150.0,29910.0,22388.0,3077.0,36289.0,280.0,7692.0,5323.0,15953.0,17535.0,1676.0,44903.0,4460.0,44400.0,5446.0,1228.0,48604.0,44691.0,22410.0,6349.0,37.0,858.0,55.0,33.0,619.0,8486.0,10443.0,3634.0,347.0,248.0,220.0,409.0,1413.0,12316.0,39847.0,536.0,51292.0,338.0,3697.0,6292.0,10821.0,7706.0,1850.0,4927.0,4227.0,813.0,9311.0,607.0,1649.0,1371.0,649.0,368.0,1017.0,265.0,497.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,117.0,1.835227,126.0,1.694499,0.127,121.0,1.554245,110.0,12.6,9.7,142.0,28.0,255.0,0.263,0.252,432.3333,639.0,610.25,539.75,1.696095,1.784391,1.8,0.658,4.29,398.0,718.93,3.11,0.28,8329.0,6724.0,0.0,0.0,13994.0,37.6,43.0,2.35,1.0,102.02,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.4655163725844244,0.40661034172888444,0.023171049205935955,0.011018635939901404,7.4424026501656355,,,,0.0714193341249208,0.01742592719349235,0.014116220721577743,0.37300278729139763,0.17628018338528037,0.1720340777170066,0.00424610566827377
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,602.0,7106.0,172.0,8.0,1601.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,89.9,56.1,73.2,87.3,50.2,68.8,88.7,53.5,71.2,2.3,13.9,6.6,6.3,28.1,14.0,4.0,19.8,117.0,1.835227,126.0,1.694499,0.127,121.0,1.554245,110.0,12.6,9.7,142.0,28.0,255.0,0.263,0.252,432.3333,639.0,610.25,539.75,1.696095,1.784391,1.8,0.658,4.29,398.0,718.93,3.11,0.28,8329.0,6724.0,0.0,0.0,13994.0,37.6,43.0,2.35,1.0,102.02,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,,,,,,0.9752950864671973,0.0010979961570134504,,0.09188155218450916,0.01742592719349235,0.12001304721383176,0.37300278729139763,0.25363562892713093,0.25242426049121464,0.0012113684359162935
ANDHRA PRADESH,ADILABAD,,,,,,,,532.0,2741239.0,1483347.0,488596.0,495794.0,1323667.0,574728.0,1066460.0,257207.0,363737.0,484912.0,84661.0,390357.0,2399901.0,275970.0,15422.0,1377.0,25510.0,617.0,322.0,22120.0,194954.0,566108.0,5512.0,45202.0,597466.0,220248.0,232470.0,344167.0,281752.0,225957.0,143143.0,100226.0,19277.0,1030640.0,77788.0,150289.0,8338.0,25190.0,96998.0,15483.0,374630.0,9483.0,306433.0,13417.0,35823.0,378259.0,191052.0,77594.0,180245.0,1009.0,20150.0,6489.0,4078.0,9390.0,273511.0,446014.0,93294.0,267233.0,2294.0,3303.0,7390.0,14508.0,212025.0,229686.0,1521.0,270862.0,79354.0,27018.0,80780.0,103066.0,114585.0,12000.0,210059.0,58377.0,6455.0,82830.0,648.0,1604.0,1266.0,84.0,122.0,206.0,134.0,213.0,109.0,0.0,0.0,0.0,300.0,193.5,91.6,14.8,295.5,4.5,3.1,1.3,0.0,7.6,1.5,33.8,103.9,1.1,5.3,75.0,70.9,1.0,25.1,1.2000000000000002,42.5,11.5,7.5,48.800000000000004,0.7000000000000001,158.5,3.0,1.2,104.4,0.7,1.5,100.69999999999999,86.1,6.1000000000000005,0.7000000000000001,6.4,106.1,112.4,42.800000000000004,23.799999999999997,4.6,4.0,11.7,36.0,47.400000000000006,85.8,61.0,52.3,5.7,244.89999999999998,46.400000000000006,8.6,37.6,232.8,26.3,3.1,0.4,0.0,103.80000000000001,38.1,2.5,38.400000000000006,73.8,36.7,1.0,1.3,0.6000000000000001,4.0,121.5,91.9,86.7,266.0,29.4,1.1,1.0,0.4,2.2,113.80000000000001,19.6,74.6,5.0,9.6,0.9,2.5999999999999996,0.0,1.3,7.5,115.19999999999999,77.8,107.10000000000001,48.5,107.4,144.2,174.20000000000002,5.0,0.8,1.7,3.3000000000000003,112.1,0.30000000000000004,1.3,0.7000000000000001,0.7,242.3,128.5,113.80000000000001,57.099999999999994,17.6,39.4,164.1,11.6,156.9,3.2,18.8,7.7,182.3,7.1,76.7,54.4,4.7,6.0,67.9,215.9,75.0,7.0,2.2,4.8,2.3,0.0,,85.1,58.5,71.6,80.3,36.1,57.5,83.6,51.5,67.3,3.5,3.0,3.3,6.0,7.5,6.5,4.2,4.0,85.0,2.467593,69.0,1.75,0.213,74.0,2.017327,49.0,4.7,4.1,130.0,16.0,237.0,0.243,0.283,322.5,550.25,464.75,376.0,2.049092,2.273489,80.2,0.567,11.77,52386.0,57234.34,20397.35,39388.42,7739531.0,9863737.0,21175.0,25850.0,869765.0,29.5,35.3,17.683,1.0,66.74,57.0,9.0,14.0,34.0,212.0,0.0,16.0,4.0,9.0,5.0,76.0,27.0,18.0,3.0,167.0,1.0,14.0,8.0,17.0,14.0,41.0,6.0,4.0,54.0,0.0,2.0,23.0,3.0,10.0,22.0,28.0,0.5003730065127484,0.4828717962935738,0.13269072853552719,0.17689519228348932,14.060952840157166,,,,0.14049489067031243,0.2862891093812246,0.5046626464927264,0.47177988542713406,0.5839172203123163,0.5839172203123163,0.0
ANDHRA PRADESH,ALLURI SITHARAMA RAJU,745.0,1418.0,4.0,,405.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,58.5,71.6,80.3,36.1,57.5,83.6,51.5,67.3,3.5,3.0,3.3,6.0,7.5,6.5,4.2,4.0,85.0,2.467593,69.0,1.75,0.213,74.0,2.017327,49.0,4.7,4.1,130.0,16.0,237.0,0.243,0.283,322.5,550.25,464.75,376.0,2.049092,2.273489,80.2,0.567,11.77,52386.0,57234.34,20397.35,39388.42,7739531.0,9863737.0,21175.0,25850.0,869765.0,29.5,35.3,17.683,1.0,66.74,57.0,9.0,14.0,34.0,212.0,0.0,16.0,4.0,9.0,5.0,76.0,27.0,18.0,3.0,167.0,1.0,14.0,8.0,17.0,14.0,41.0,6.0,4.0,54.0,0.0,2.0,23.0,3.0,10.0,22.0,28.0,,,,,,0.9971870604781997,,,0.10395775239237728,0.2862891093812246,0.395037856438453,0.37300278729139763,0.4031627892211754,0.4031627892211754,0.0
